Результаты соревнований

Группа M16
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
7;Сазонов Павел;;I;00:35:57;+00:04:59;7;40,86;64,65;106
8;Каликин Дмитрий;;Iю;00:36:07;+00:05:09;8;35,75;63,62;99
9;Сидорчук Михаил;;III;00:36:07;+00:05:09;9;31,78;63,62;95
10;Трофимов Владимир;;I;00:36:20;+00:05:22;10;28,60;62,29;91
11;Садриев Ильяс;;II;00:36:31;+00:05:33;11;26,00;61,16;87
12;Павлов Егор;;III;00:38:13;+00:07:15;12;23,83;50,69;75
13;Галянин Виталий;;III;00:39:54;+00:08:56;13;22,00;40,33;62
14;Семиндейкин Степан;;I;00:40:05;+00:09:07;14;20,43;39,20;60
15;Гетманенко Кирилл;;Iю;00:40:09;+00:09:11;15;19,07;38,79;58
16;Филимонов Тимур;;II;00:40:14;+00:09:16;16;17,88;38,28;56
17;Тюменков Даниил;;II;00:40:20;+00:09:22;17;16,82;37,66;54
18;Лукашев Антон;;II;00:40:24;+00:09:26;18;15,89;37,25;53
19;Фомин Валерий;;II;00:40:48;+00:09:50;19;15,05;34,79;50
20;Шакарян Дмитрий;;II;00:40:56;+00:09:58;20;14,30;33,97;48
21;Савченков Ярослав;;I;00:41:02;+00:10:04;21;13,62;33,35;47
22;Демашин Даниил;;I;00:41:08;+00:10:10;22;13,00;32,74;46
23;Пискунов Виктор;;IIю;00:41:09;+00:10:11;23;12,43;32,63;45
24;Капунов Олег;;I;00:41:19;+00:10:21;24;11,92;31,61;44
25;Комаров Роман;;Iю;00:41:59;+00:11:01;25;11,44;27,50;39
26;Байдин Егор;;I;00:42:58;+00:12:00;26;11,00;21,45;32
27;Муравьев Сергей;;I;00:43:41;+00:12:43;27;10,59;17,03;28
28;Жиленков Степан;;I;00:44:37;+00:13:39;28;10,21;11,29;22
29;Минин Лев;;Iю;00:45:02;+00:14:04;29;9,86;8,72;19
30;Балахонкин Артём;;Iю;00:45:14;+00:14:16;30;9,53;7,49;17
31;Дурнов Роман;;I;00:46:21;+00:15:23;31;9,23;0,62;10
32;Силантьев Олег;;III;00:46:29;+00:15:31;32;8,94;0;9
33;Курносов Арсений;;I;00:46:33;+00:15:35;33;8,67;0;9
34;Дворянинов Степан;;III;00:47:27;+00:16:29;34;8,41;0;8
35;Ермолицкий Даниил;;III;00:48:24;+00:17:26;35;8,17;0;8
36;Щербаков Алексей;;I;00:48:42;+00:17:44;36;7,94;0;8
37;Кириллов Дмитрий;;Iю;00:50:21;+00:19:23;37;7,73;0;8
38;Губанов Максим;;I;00:50:34;+00:19:36;38;7,53;0;8
39;Козырев Григорий;;II;00:50:42;+00:19:44;39;7,33;0;7
40;Головин Тимур;;III;00:50:50;+00:19:52;40;7,15;0;7
41;Баринов Арсений;;II;00:51:08;+00:20:10;41;6,98;0;7
42;Каримов Амиль;;I;00:51:15;+00:20:17;42;6,81;0;7
43;Цилин Иван;;III;00:51:38;+00:20:40;43;6,65;0;7
44;Мыльников Михаил;;I;00:51:58;+00:21:00;44;6,50;0;6
45;Шлыков Семён;;I;00:54:27;+00:23:29;45;6,36;0;6
46;Сибиряков Олег;;I;00:55:56;+00:24:58;46;6,22;0;6
47;Швецов Александр;;Iю;00:56:48;+00:25:50;47;6,09;0;6
48;Болотов Семен;;Iю;00:57:07;+00:26:09;48;5,96;0;6
49;Дёмин Андрей;;I;00:57:29;+00:26:31;49;5,84;0;6
50;Зайляев Денис;;II;00:57:40;+00:26:42;50;5,72;0;6
51;Мишенев Илья;;II;00:57:56;+00:26:58;51;5,61;0;6
52;Мацнев Алексей;;Iю;00:58:27;+00:27:29;52;5,50;0;6
53;Зиновьев Иван;;Iю;01:01:00;+00:30:02;53;5,40;0;5
54;Язовцев Станислав;;III;01:02:50;+00:31:52;54;5,30;0;5
55;Пичугин Роман;;Iю;01:03:04;+00:32:06;55;5,20;0;5
56;Смышляев Григорий;;II;01:03:32;+00:32:34;56;5,11;0;5
57;Окутин Владислав;;IIю;01:06:35;+00:35:37;57;5,02;0;5
58;Костин Никита;;IIю;01:06:54;+00:35:56;58;4,93;0;5
59;Бахтиев Камиль;;Iю;01:11:03;+00:40:05;59;4,85;0;5
60;Павлычев Святослав;;II;01:11:06;+00:40:08;60;4,77;0;5
61;Шакиров Амир;;Iю;01:11:52;+00:40:54;61;4,69;0;5
62;Гусев Иван;;I;01:12:07;+00:41:09;62;4,61;0;5
63;Тихонов Сергей;;Iю;01:13:19;+00:42:21;63;4,54;0;5
64;Зарипов Артур;;IIю;01:15:59;+00:45:01;64;4,47;0;4
65;Жолобов Егор;;Iю;01:17:45;+00:46:47;65;4,40;0;4
66;Лукъянчиков Михаил;;Iю;01:22:12;+00:51:14;66;4,33;0;4
67;Гуленко Александр;;Iю;01:22:42;+00:51:44;67;4,27;0;4
68;Малышев Данил;;II;01:26:58;+00:56:00;68;4,21;0;4
69;Казачек Алексей;;IIю;00:00:00;;;0;0;0
70;Давыдов Артем;;III;00:00:00;;;0;0;0
71;Белов Пётр;;II;00:00:00;;;0;0;0
72;Гареев Николай;;III;00:50:42;;;0;0;0


Группа D
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Томан Мария;;КМС;01:21:21;;1;280;0;280
2;Пензина Ксения;;МС;01:21:59;+00:00:38;2;140,0;91,88;232
3;Милованова Мария;;КМС;01:24:47;+00:03:26;3;93,33;85,46;179
4;Богданович Кристина;;КМС;01:33:58;+00:12:37;4;70,00;64,38;134
5;Нуриева Алина;;КМС;01:37:33;+00:16:12;5;56,0;56,16;112
6;Додонова Анна;;МС;01:37:48;+00:16:27;6;46,67;55,59;102
7;Балахонкина Елена;;МС;01:38:24;+00:17:03;7;40,00;54,21;94
8;Фадеева Мария;;КМС;01:42:38;+00:21:17;8;35,00;44,50;80
9;Белова Ольга;;МС;01:43:50;+00:22:29;9;31,11;41,74;73
10;Бондаренко Алена;;КМС;01:46:40;+00:25:19;10;28,0;35,24;63
11;Филенко Елизавета;;КМС;01:47:53;+00:26:32;11;25,45;32,45;58
12;Плис Ирина;;МС;01:58:12;+00:36:51;12;23,33;8,78;32
13;Мизонова Надежда;;МС;02:04:18;+00:42:57;13;21,54;0;22
14;Степанова Екатерина;;МС;00:00:00;;;0;0;0
15;Златоверова Ольга;;I;00:00:00;;;0;0;0


Группа D16
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Пронина Анастасия;;I;00:49:23;;1;220,5;0;220
2;Вахрушева Светлана;;II;00:50:06;+00:00:43;2;110,25;71,37;182
3;Завадская Ольга;;КМС;00:56:00;+00:06:37;3;73,50;53,80;127
4;Колохина Алина;;I;00:56:11;+00:06:48;4;55,12;53,26;108
5;Кормилицына Дарья;;I;00:57:12;+00:07:49;5;44,10;50,23;94
6;Сагдиева Камилла;;I;00:58:38;+00:09:15;6;36,75;45,97;83
7;Муленко Софья;;I;01:01:11;+00:11:48;7;31,50;38,37;70
8;Качина Ксения;;I;01:03:58;+00:14:35;8;27,56;30,09;58
9;Глушкова Екатерина;;I;01:06:11;+00:16:48;9;24,50;23,49;48
10;Крачковская Анастасия;;I;01:13:37;+00:24:14;10;22,05;1,36;23
11;Дикова Юлия;;I;01:14:16;+00:24:53;11;20,05;0;20
12;Селянкина Дарья;;I;01:23:03;+00:33:40;12;18,37;0;18
13;Царёва Анастасия;;I;01:23:59;+00:34:36;13;16,96;0;17
14;Кулагина Юлия;;Iю;01:24:28;+00:35:05;14;15,75;0;16
15;Сергеева Алиса;;I;01:25:53;+00:36:30;15;14,70;0;15
16;Лукина Анфиса;;I;01:29:06;+00:39:43;16;13,78;0;14
17;Черёмухина Ксения;;I;01:29:19;+00:39:56;17;12,97;0;13
18;Каюшникова Александра;;I;01:29:22;+00:39:59;18;12,25;0;12
19;Васильева Светлана;;I;01:34:04;+00:44:41;19;11,61;0;12
20;Власова Мария;;II;01:41:23;+00:52:00;20;11,02;0;11
21;Балдина Алина;;II;01:45:18;+00:55:55;21;10,50;0;10
22;Уральцева Карина;;I;02:01:30;+01:12:07;22;10,02;0;10
23;Дворянчикова Яна;;I;02:03:35;+01:14:12;23;9,59;0;10
24;Коробкова Алина;;I;02:10:30;+01:21:07;24;9,19;0;9
25;Залялова Анжелика;;Iю;00:00:00;;;0;0;0
26;Садольская Эвелина;;I;00:00:00;;;0;0;0
27;Ларькова Дарина;;Iю;00:00:00;;;0;0;0


Группа D14
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Ижболдина Анна;;II;00:35:52;;1;205,35;0;205
2;Корнетова Виктория;;I;00:38:32;+00:02:40;2;102,68;58,27;161
3;Хохлова Екатерина;;I;00:40:16;+00:04:24;3;68,45;51,66;120
4;Агапова Екатерина;;I;00:42:39;+00:06:47;4;51,34;42,56;94
5;Сазанова Екатерина;;I;00:42:40;+00:06:48;5;41,07;42,49;84
6;Маслова Ольга;;I;00:44:31;+00:08:39;6;34,23;35,43;70
7;Парамонова Екатерина;;I;00:46:15;+00:10:23;7;29,34;28,82;58
8;Абрамова Ангелина;;I;00:46:41;+00:10:49;8;25,67;27,16;53
9;Клыкова Карина;;I;00:48:07;+00:12:15;9;22,82;21,69;45
10;Третьякова Надежда;;I;00:49:40;+00:13:48;10;20,54;15,78;36
11;Старчикова Алёна;;III;00:51:16;+00:15:24;11;18,67;9,67;28
12;Моисеева Ульяна;;II;00:53:25;+00:17:33;12;17,11;1,46;19
13;Ржавцева Евгения;;II;00:54:30;+00:18:38;13;15,80;0;16
14;Рогожина Полина;;I;00:54:35;+00:18:43;14;14,67;0;15
15;Суетина София;;I;00:54:48;+00:18:56;15;13,69;0;14
16;Воротилова Ангелина;;III;00:56:52;+00:21:00;16;12,83;0;13
17;Борисова Анастасия;;II;00:57:56;+00:22:04;17;12,08;0;12
18;Добрынская Елизавета;;II;00:58:43;+00:22:51;18;11,41;0;11
19;Ваганова Софья;;III;00:59:04;+00:23:12;19;10,81;0;11
20;Колтунова Арина;;I;00:59:27;+00:23:35;20;10,27;0;10
21;Боровкова Анна;;I;00:59:46;+00:23:54;21;9,78;0;10
22;Полуштайцева Вероника;;III;01:01:48;+00:25:56;22;9,33;0;9
23;Гордеева Василиса;;I;01:01:52;+00:26:00;23;8,93;0;9
24;Рыжова Мария;;Iю;01:03:09;+00:27:17;24;8,56;0;9
25;Санкеева Ксения;;I;01:04:18;+00:28:26;25;8,21;0;8
26;Лискова Юлия;;Iю;01:13:06;+00:37:14;26;7,90;0;8
27;Северюхина Кира;;Iю;01:16:32;+00:40:40;27;7,61;0;8
28;Жихарева Софья;;II;01:17:24;+00:41:32;28;7,33;0;7
29;Бочарникова Ева;;Iю;01:17:55;+00:42:03;29;7,08;0;7
30;Хуснутдинова Карина;;Iю;01:20:11;+00:44:19;30;6,84;0;7
31;Африкантова Дарья;;Iю;01:24:20;+00:48:28;31;6,62;0;7
32;Скороходова Вероника;;;01:24:48;+00:48:56;32;6,42;0;6
33;Уразайкина Лия;;Iю;01:27:57;+00:52:05;33;6,22;0;6
34;Бразинская Александра;;IIю;01:32:52;+00:57:00;34;6,04;0;6
35;Бразинская Юлия;;Iю;00:00:00;;;0;0;0
36;Зингер Полина;;Iю;00:00:00;;;0;0;0
37;Низамова Наталья;;Iю;00:00:00;;;0;0;0
38;Шакирханова Карина;;II;00:00:00;;;0;0;0


Группа M18
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Елисеев Сергей;;I;01:29:41;;1;178;0;178
2;Николаев Михаил;;I;01:37:15;+00:07:34;2;89,0;49,32;138
3;Илларионов Михаил;;I;01:38:09;+00:08:28;3;59,33;48,13;107
4;Сибиряков Кирилл;;КМС;01:43:30;+00:13:49;4;44,50;41,05;86
5;Пестряков Тимофей;;I;01:48:43;+00:19:02;5;35,6;34,15;70
6;Добросов Олег;;I;01:53:28;+00:23:47;6;29,67;27,86;58
7;Балыков Николай;;I;01:56:50;+00:27:09;7;25,43;23,41;49
8;Ляшенко Егор;;II;01:57:28;+00:27:47;8;22,25;22,57;45
9;Кондратьев Денис;;I;02:00:53;+00:31:12;9;19,78;18,05;38
10;Александров Максим;;I;02:01:27;+00:31:46;10;17,8;17,30;35
11;Докучаев Владимир;;I;02:03:55;+00:34:14;11;16,18;14,04;30
12;Каськов Александр;;I;02:08:07;+00:38:26;12;14,83;8,48;23
13;Архипов Дмитрий;;I;02:24:11;+00:54:30;13;13,69;0;14
14;Белов Денис;;III;00:00:00;;;0;0;0
15;Манцуров Егор;;II;00:00:00;;;0;0;0
16;Младшев Марк;;I;00:00:00;;;0;0;0
17;Сотников Роман;;III;00:00:00;;;0;0;0


Группа D18
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Антипова Елена;;КМС;00:57:56;;1;176;0;176
2;Иванова Виктория;;I;01:02:17;+00:04:21;2;88,0;49,86;138
3;Еремина Анастасия;;КМС;01:03:24;+00:05:28;3;58,67;47,59;106
4;Штернова Марина;;КМС;01:08:13;+00:10:17;4;44,00;37,84;82
5;Сазонова Елизавета;;I;01:09:43;+00:11:47;5;35,2;34,80;70
6;Мурысина Вика;;КМС;01:11:29;+00:13:33;6;29,33;31,22;61
7;Каленкова Елена;;I;01:15:55;+00:17:59;7;25,14;22,24;47
8;Гончарова Екатерина;;II;01:30:30;+00:32:34;8;22,00;0;22
9;Венедиктова Александра;;II;01:54:08;+00:56:12;9;19,56;0;20
10;Тихончук Анна;;I;00:00:00;;;0;0;0
11;Плотникова Елезавета;;КМС;00:00:00;;;0;0;0


Группа M50
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Цветков Антон;;I;00:48:28;;1;152,10;0;152
2;Церюков Александр;;МС;00:50:36;+00:02:08;2;76,05;46,24;122
3;Макаров Дмитрий;;II;00:52:45;+00:04:17;3;50,70;41,74;92
4;Файрушин Алекскандр;;МС;00:53:56;+00:05:28;4;38,02;39,26;77
5;Каськов Сергей;;;00:57:59;+00:09:31;5;30,42;30,79;61
6;Аверин Дмитрий;;III;01:01:10;+00:12:42;6;25,35;24,13;49
7;Смирнов Игорь;;II;01:05:01;+00:16:33;7;21,73;16,07;38
8;Патрушев Михаил;;I;01:06:57;+00:18:29;8;19,01;12,03;31
9;Сазонов Игорь;;I;01:08:19;+00:19:51;9;16,90;9,17;26
10;Птичкин Вадим;;;01:11:44;+00:23:16;10;15,21;2,02;17


Группа D40
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Зотова Елена;;КМС;00:57:44;;1;148,15;0;148
2;Новоселова Наталия;;МС;00:59:57;+00:02:13;2;74,08;45,59;120
3;Сазонова Надежда;;КМС;01:02:35;+00:04:51;3;49,38;41,09;90
4;Федюкова Елена;;КМС;01:02:55;+00:05:11;4;37,04;40,52;78
5;Лунина Светлана;;;01:08:00;+00:10:16;5;29,63;31,82;61
6;Махалина Екатерина;;II;01:16:45;+00:19:01;6;24,69;16,85;42
7;Еремина Елена;;;01:19:12;+00:21:28;7;21,16;12,66;34
8;Уланкова Ольга;;;01:51:47;+00:54:03;8;18,52;0;19


Группа M40
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Казанцев Александр;;МС;01:28:24;;1;143,20;0;143
2;Козырев Павел;;КМС;01:33:35;+00:05:11;2;71,60;42,14;114
3;Махалин Руслан;;I;01:38:57;+00:10:33;3;47,73;36,34;84
4;Федюков Дмитрий;;I;01:42:16;+00:13:52;4;35,80;32,76;69
5;Залялов Наиль;;;02:02:08;+00:33:44;5;28,64;11,30;40
6;Кузнецов Валерий;;I;02:02:08;+00:33:44;6;23,87;11,30;35
7;Минулин Ильдар;;;02:18:48;+00:50:24;7;20,46;0;20
8;Самошин Илья;;II;02:21:03;+00:52:39;8;17,90;0;18
9;Горбунов Дмитрий;;;02:22:01;+00:53:37;9;15,91;0;16
10;Африкантов Сергей;;;00:00:00;;;0;0;0


Группа D50
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Красильникова Светлана;;КМС;01:04:25;;1;132,30;0;132
2;Пронина Марина;;;01:05:30;+00:01:05;2;66,15;42,62;109
3;Голякова Светлана;;;01:17:05;+00:12:40;3;44,10;26,76;71
4;Добросова Лариса;;;01:18:46;+00:14:21;4;33,08;24,45;58
5;Чумакова Светлана;;III;01:19:45;+00:15:20;5;26,46;23,11;50
6;Мартьянова Оксана;;МС;01:22:32;+00:18:07;6;22,05;19,29;41
7;Сивцова Ирина;;;01:23:46;+00:19:21;7;18,90;17,61;37
8;Старцева Светлана;;I;01:27:46;+00:23:21;8;16,54;12,13;29
9;Дудник Юлия;;;01:29:47;+00:25:22;9;14,70;9,37;24
10;Чиркина Ирина;;;01:42:53;+00:38:28;10;13,23;0;13
11;Павлова Татьяна;;III;01:59:32;+00:55:07;11;12,03;0;12


Группа D21A
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Шайхутдинова Алсу;;;01:07:10;;1;129,15;0;129
2;Шамсутдинова Юлия;;КМС;01:08:09;+00:00:59;2;64,58;41,79;106
3;Маринина Мария;;II;01:09:10;+00:02:00;3;43,05;40,49;84
4;Шалгомова Ильмира;;;01:11:30;+00:04:20;4;32,29;37,50;70
5;Самаркина Елена;;МС;01:22:05;+00:14:55;5;25,83;23,93;50
6;Сибгатулина Асия;;;01:34:33;+00:27:23;6;21,53;7,95;29
7;Строкина Мария;;III;02:19:33;+01:12:23;7;18,45;0;18


Группа M12
№;Фамилия, Имя;Г.Р.;Разряд;Результат;Отставание;Место;Баллы за место;Баллы за время;Всего баллов
1;Родянский Дмитрий;;I;00:11:12;;1;122,55;0;123
2;Перепелкин Алексей;;IIIю;00:12:01;+00:00:49;2;61,28;34,89;96
3;Маринин Кирилл;;Iю;00:12:39;+00:01:27;3;40,85;30,27;71
4;Шавкунов Константин;;IIю;00:12:45;+00:01:33;4;30,64;29,54;60
5;Шувалов Алексей;;Iю;00:13:36;+00:02:24;5;24,51;23,34;48
6;Белозеров Роман;;I;00:14:27;+00:03:15;6;20,43;17,14;38
7;Казанцев Алексей;;IIю;00:14:45;+00:03:33;7;17,51;14,95;32
8;Юбкин Дмитрий;;Iю;00:15:30;+00:04:18;8;15,32;9,48;25
9;Туманов Тимур;;Iю;00:16:00;+00:04:48;9;13,62;5,84;19
10;Кухлинский Ярослав;;Iю;00:16:33;+00:05:21;10;12,26;1,82;14
11;Докучаев Александр;;IIю;00:16:52;+00:05:40;11;11,14;0;11
12;Борисов Андрей;;Iю;00:18:00;+00:06:48;12;10,21;0;10
13;Емелин Даниил;;Iю;00:18:19;+00:07:07;13;9,43;0;9
14;Булганов Евгений;;;00:18:37;+00:07:25;14;8,75;0;9
15;Дюдин Егор;;IIIю;00:18:39;+00:07:27;15;8,17;0;8
16;Бухлаков Артем;;Iю;00:18:48;+00:07:36;16;7,66;0;8
17;Апостол Арсений;;IIIю;00:18:50;+00:07:38;17;7,21;0;7
18;Хлопушин Николай;;IIIю;00:20:13;+00:09:01;18;6,81;0;7
19;Салмин Арсений;;IIIю;00:20:41;+00:09:29;19;6,45;0;6
20;Луженков Виктор;;IIIю;00:21:05;+00:09:53;20;6,13;0;6
21;Курагин Алексей;;;00:21:13;+00:10:01;21;5,84;0;6
22;Гувеннов Виктор;;Iю;00:21:19;+00:10:07;22;5,57;0;6
23;Ямашкин Виктор;;IIIю;00:21:27;+00:10:15;23;5,33;0;5
24;Дубынин Дмитрий;;IIIю;00:22:36;+00:11:24;24;5,11;0;5
25;Жихарев Николай;;Iю;00:22:45;+00:11:33;25;4,90;0;5
26;Тесёмников Трофим;;Iю;00:24:25;+00:13:13;26;4,71;0;5
27;Шульженко Марк;;IIIю;00:24:43;+00:13:31;27;4,54;0;5
28;Якупов Тимур;;Iю;00:25:23;+00:14:11;28;4,38;0;4
29;Доценко Илья;;;00:25:51;+00:14:39;29;4,23;0;4
30;Семёнов Егор;;IIю;00:26:25;+00:15:13;30;4,08;0;4
